cumulative_rewards,euclidian_distance,regret,time_spent
681.0,0.556863727455,152.333333333,1.1060500145
509.0,0.8125,324.333333333,1.19350790977
404.0,0.03125,429.333333333,1.17570710182
339.0,0.0625,494.333333333,1.14399695396
727.0,0.0179108216433,106.333333333,1.03677201271
193.0,0.0625,640.333333333,1.06714701653
44.0,0.03125,789.333333333,1.24728107452
750.0,0.0157815631263,83.3333333333,1.09315896034
548.0,0.75,285.333333333,1.21562814713
93.0,0.1875,740.333333333,1.17377209663
638.0,0.875,195.333333333,1.22362494469
693.0,0.125,140.333333333,1.0784881115
543.0,0.0625,290.333333333,1.02914190292
731.0,0.625,102.333333333,0.886871099472
607.0,0.875,226.333333333,0.93631196022
597.0,0.03125,236.333333333,0.962139129639
552.0,0.0152805611222,281.333333333,0.93470788002
540.0,0.0625,293.333333333,0.963820934296
805.0,0.698647294589,28.3333333333,1.06242895126
698.0,0.875,135.333333333,1.09736013412
558.0,0.625,275.333333333,1.10204005241
292.0,0.0625,541.333333333,0.970442056656
350.0,0.5625,483.333333333,1.04965901375
188.0,0.875,645.333333333,0.972481966019
698.0,0.0192885771543,135.333333333,0.996188163757
356.0,0.03125,477.333333333,1.08219003677
535.0,0.0065130260521,298.333333333,1.04525303841
415.0,0.0246743486974,418.333333333,1.02084112167
313.0,0.25,520.333333333,1.04103684425
308.0,0.625,525.333333333,1.08352303505
445.0,0.25,388.333333333,1.07592105865
490.0,0.625,343.333333333,1.12685799599
725.0,0.375,108.333333333,1.04546904564
174.0,0.125,659.333333333,1.01700997353
683.0,0.125,150.333333333,1.06166219711
50.0,0.390625,783.333333333,1.0581240654
126.0,0.875,707.333333333,1.08637881279
695.0,0.0536072144289,138.333333333,1.12052202225
562.0,0.75,271.333333333,1.12368392944
485.0,0.34375,348.333333333,1.05405807495
593.0,0.0151553106212,240.333333333,1.05513906479
573.0,0.6875,260.333333333,1.02835392952
304.0,0.3125,529.333333333,1.0114030838
573.0,0.0625,260.333333333,0.945774078369
533.0,0.75,300.333333333,1.0963549614
422.0,0.538451903808,411.333333333,0.999391078949
296.0,0.0625,537.333333333,1.01051998138
652.0,0.0295591182365,181.333333333,0.985321998596
631.0,0.9375,202.333333333,1.05025196075
590.0,0.00964428857715,243.333333333,0.999063968658
473.0,0.0625,360.333333333,0.990696907043
226.0,0.625,607.333333333,1.08668112755
452.0,0.625,381.333333333,0.997824907303
164.0,0.03125,669.333333333,1.05845785141
694.0,0.0408316633267,139.333333333,1.0540189743
450.0,0.625,383.333333333,1.11012005806
266.0,0.4375,567.333333333,1.09872293472
568.0,0.0167835671343,265.333333333,0.988887071609
447.0,0.568887775551,386.333333333,0.979154825211
585.0,0.125,248.333333333,0.960212945938
361.0,0.75,472.333333333,1.05798578262
198.0,0.03125,635.333333333,1.06565213203
645.0,0.125,188.333333333,1.02544593811
765.0,0.0363226452906,68.3333333333,1.03045296669
578.0,0.125,255.333333333,1.02359294891
596.0,0.000751503006012,237.333333333,0.975715875626
249.0,0.0625,584.333333333,1.04318284988
651.0,0.125501002004,182.333333333,0.933581113815
148.0,0.03125,685.333333333,1.07844090462
743.0,0.0378256513026,90.3333333333,1.1094660759
152.0,0.03125,681.333333333,1.13789701462
567.0,0.0625,266.333333333,1.03334593773
767.0,0.116482965932,66.3333333333,1.05161809921
631.0,0.0453406813627,202.333333333,0.993949890137
295.0,0.03125,538.333333333,0.975893974304
485.0,0.0123997995992,348.333333333,1.07714295387
460.0,0.00475951903808,373.333333333,0.999545097351
621.0,0.0060746492986,212.333333333,1.02207899094
419.0,0.375,414.333333333,1.04025697708
323.0,0.03125,510.333333333,1.06808805466
148.0,0.9375,685.333333333,1.06960296631
447.0,0.375,386.333333333,0.97012591362
70.0,0.03125,763.333333333,1.02974700928
554.0,0.0625,279.333333333,1.03220295906
521.0,0.698271543086,312.333333333,0.955699920654
752.0,0.0268036072144,81.3333333333,0.984751939774
561.0,0.125,272.333333333,1.01798295975
820.0,0.177605210421,13.3333333333,1.06743383408
181.0,0.875,652.333333333,1.08453893661
423.0,0.96875,410.333333333,0.96115899086
785.0,0.0283066132265,48.3333333333,0.967425107956
772.0,0.0154058116232,61.3333333333,1.11343812943
145.0,0.4375,688.333333333,1.10658717155
504.0,0.6875,329.333333333,0.965491056442
420.0,0.804859719439,413.333333333,0.987455129623
592.0,0.125,241.333333333,0.999227046967
288.0,0.03125,545.333333333,0.970923900604
477.0,0.375,356.333333333,1.04411196709
464.0,0.875,369.333333333,1.02771496773
575.0,0.125,258.333333333,1.00781393051
748.0,0.0197895791583,85.3333333333,1.09051918983
795.0,0.252755511022,38.3333333333,0.993870973587
59.0,0.015625,774.333333333,1.06321501732
334.0,0.0625,499.333333333,1.01495790482
291.0,0.03125,542.333333333,1.08233809471
368.0,0.125,465.333333333,0.945999860764
521.0,0.800851703407,312.333333333,1.15684318542
749.0,0.788827655311,84.3333333333,1.09685301781
788.0,0.00375751503006,45.3333333333,1.03844213486
759.0,0.0102705410822,74.3333333333,1.11191296577
765.0,0.00826653306613,68.3333333333,1.00572514534
689.0,0.375,144.333333333,1.01770401001
755.0,0.0275551102204,78.3333333333,0.975074052811
391.0,0.641407815631,442.333333333,1.00223898888
456.0,0.0328156312625,377.333333333,0.985390901566
302.0,0.9375,531.333333333,1.04989600182
605.0,0.0625,228.333333333,1.01882100105
318.0,0.0625,515.333333333,1.07535099983
588.0,0.125,245.333333333,1.03464102745
602.0,0.0171593186373,231.333333333,1.03237700462
293.0,0.0625,540.333333333,1.04081106186
770.0,0.270791583166,63.3333333333,0.989608049393
320.0,0.0625,513.333333333,1.04145908356
215.0,0.9375,618.333333333,1.01585197449
545.0,0.0452154308617,288.333333333,0.972624063492
657.0,0.8125,176.333333333,1.11775803566
757.0,0.0819138276553,76.3333333333,1.04686999321
578.0,0.875,255.333333333,1.01974201202
667.0,0.00325651302605,166.333333333,1.00839281082
182.0,0.0625,651.333333333,1.09366703033
624.0,0.0291833667335,209.333333333,0.994932174683
284.0,0.875,549.333333333,1.03833603859
514.0,0.25,319.333333333,1.01899385452
537.0,0.0353206412826,296.333333333,1.05841398239
795.0,0.50876753507,38.3333333333,1.12501502037
534.0,0.508391783567,299.333333333,1.07860612869
434.0,0.125,399.333333333,1.06362819672
577.0,0.125,256.333333333,1.06786108017
563.0,0.0534819639279,270.333333333,1.07317900658
659.0,0.105460921844,174.333333333,1.10773801804
48.0,0.0625,785.333333333,1.11131906509
502.0,0.0534819639279,331.333333333,1.02586603165
254.0,0.90625,579.333333333,1.05755805969
779.0,0.0303106212425,54.3333333333,1.11282205582
565.0,0.625,268.333333333,1.0350830555
94.0,0.3125,739.333333333,1.02888679504
611.0,0.0172845691383,222.333333333,1.11452889442
788.0,0.661823647295,45.3333333333,1.07773303986
690.0,0.625,143.333333333,1.09649610519
462.0,0.75,371.333333333,1.06164884567
504.0,0.625,329.333333333,1.01197504997
31.0,0.03125,802.333333333,1.19407701492
590.0,0.125,243.333333333,1.10956788063
351.0,0.0625,482.333333333,1.04480314255
93.0,0.9375,740.333333333,0.984082937241
196.0,0.0625,637.333333333,1.11971092224
747.0,0.0563627254509,86.3333333333,1.07252907753
333.0,0.0625,500.333333333,0.9491751194
564.0,0.0379509018036,269.333333333,0.924101114273
339.0,0.0625,494.333333333,1.02074694633
552.0,0.0625,281.333333333,0.871867895126
537.0,0.0204158316633,296.333333333,1.00041413307
691.0,0.0409569138277,142.333333333,0.985712051392
246.0,0.0625,587.333333333,1.02715110779
635.0,0.125,198.333333333,0.963491916656
485.0,0.368987975952,348.333333333,0.991396903992
304.0,0.875,529.333333333,1.01446294785
123.0,0.96875,710.333333333,1.03276491165
639.0,0.625,194.333333333,1.0680000782
629.0,0.661823647295,204.333333333,1.05513691902
573.0,0.875,260.333333333,1.08144903183
602.0,0.510771543086,231.333333333,1.09030485153
774.0,0.0147795591182,59.3333333333,1.091329813
641.0,0.0493486973948,192.333333333,1.32240200043
212.0,0.875,621.333333333,1.03272414207
689.0,0.0459669338677,144.333333333,1.12343287468
536.0,0.625,297.333333333,1.09460878372
35.0,0.015625,798.333333333,1.20356202126
608.0,0.0348196392786,225.333333333,1.05268311501
316.0,0.03125,517.333333333,1.19205212593
776.0,0.0956913827655,57.3333333333,1.2236020565
379.0,0.6875,454.333333333,1.14931106567
727.0,0.0804108216433,106.333333333,1.08667898178
613.0,0.0625,220.333333333,1.00799202919
263.0,0.0625,570.333333333,1.02297997475
189.0,0.25,644.333333333,1.05172181129
488.0,0.625,345.333333333,0.997628927231
713.0,0.108842685371,120.333333333,1.06022620201
417.0,0.375,416.333333333,1.19574379921
712.0,0.0334418837675,121.333333333,1.08464384079
626.0,0.0513527054108,207.333333333,1.29558300972
624.0,0.0157815631263,209.333333333,1.80524015427
674.0,0.125,159.333333333,1.36791300774
392.0,0.328907815631,441.333333333,1.08845281601
594.0,0.0625,239.333333333,1.05779099464
564.0,0.0625,269.333333333,1.08099913597
680.0,0.0253006012024,153.333333333,1.21328902245
108.0,0.8125,725.333333333,1.30354809761
265.0,0.375,568.333333333,1.28276515007
280.0,0.375,553.333333333,1.17064595222
40.0,0.03125,793.333333333,1.31647086143
772.0,0.0269288577154,61.3333333333,1.16327500343
713.0,0.0554859719439,120.333333333,1.03977799416
470.0,0.0349448897796,363.333333333,1.2629339695
156.0,0.0625,677.333333333,1.11015892029
551.0,0.125,282.333333333,1.09367394447
109.0,0.875,724.333333333,1.12451815605
337.0,0.3125,496.333333333,0.99564409256
172.0,0.625,661.333333333,1.19276213646
397.0,0.875,436.333333333,1.06773686409
602.0,0.125,231.333333333,1.06546115875
373.0,0.0625,460.333333333,1.05428695679
266.0,0.375,567.333333333,1.17309904099
583.0,0.1875,250.333333333,1.03606700897
656.0,0.125,177.333333333,1.17084503174
302.0,0.875,531.333333333,1.16940784454
808.0,0.0455911823647,25.3333333333,1.0969619751
770.0,0.0418336673347,63.3333333333,1.16640400887
786.0,0.522294589178,47.3333333333,1.16924905777
457.0,0.0267409819639,376.333333333,1.13498282433
757.0,0.0333166332665,76.3333333333,1.24072909355
754.0,0.357965931864,79.3333333333,1.15825390816
689.0,0.875,144.333333333,1.38007593155
129.0,0.78125,704.333333333,1.19476985931
398.0,0.625,435.333333333,1.1363940239
739.0,0.625,94.3333333333,1.19407892227
743.0,0.0439629258517,90.3333333333,1.10697603226
724.0,0.0366983967936,109.333333333,1.14021897316
752.0,0.655811623246,81.3333333333,1.10089111328
548.0,0.375,285.333333333,1.05111193657
712.0,0.0445891783567,121.333333333,1.10466313362
166.0,0.75,667.333333333,1.08152198792
318.0,0.625,515.333333333,1.01904416084
114.0,0.0625,719.333333333,1.09543800354
742.0,0.0197895791583,91.3333333333,1.14368200302
479.0,0.6875,354.333333333,0.982819080353
435.0,0.625,398.333333333,1.0520658493
740.0,0.588426853707,93.3333333333,1.08394980431
572.0,0.125,261.333333333,1.07357311249
727.0,0.375,106.333333333,1.01664090157
589.0,0.00475951903808,244.333333333,1.00422096252
332.0,0.4375,501.333333333,1.11414194107
68.0,0.03125,765.333333333,1.05936408043
579.0,0.0625,254.333333333,1.13951706886
325.0,0.0625,508.333333333,1.27823615074
393.0,0.0625,440.333333333,1.02915787697
27.0,0.03125,806.333333333,1.04512000084
728.0,0.0784068136273,105.333333333,1.02120113373
159.0,0.25,674.333333333,1.29197907448
621.0,0.125,212.333333333,1.03536295891
168.0,0.03125,665.333333333,1.23873710632
531.0,0.5625,302.333333333,1.12834906578
763.0,0.212675350701,70.3333333333,1.13141584396
702.0,0.75,131.333333333,1.03492093086
183.0,0.9375,650.333333333,1.10360980034
622.0,0.125,211.333333333,1.05491495132
730.0,0.0127755511022,103.333333333,1.08200502396
747.0,0.0151553106212,86.3333333333,1.07952308655
539.0,0.840931863727,294.333333333,1.21575498581
518.0,0.5625,315.333333333,1.08508300781
293.0,0.875,540.333333333,1.04710507393
592.0,0.125,241.333333333,1.23215198517
727.0,0.0335671342685,106.333333333,1.31940412521
29.0,0.03125,804.333333333,1.49535918236
407.0,0.0244238476954,426.333333333,1.08903098106
644.0,0.0159068136273,189.333333333,1.00983309746
625.0,0.0321893787575,208.333333333,0.965756893158
448.0,0.375,385.333333333,1.04240202904
785.0,0.00576152304609,48.3333333333,1.04464387894
719.0,0.059869739479,114.333333333,1.07814502716
196.0,0.875,637.333333333,1.06596517563
693.0,0.0353206412826,140.333333333,1.11546993256
224.0,0.0625,609.333333333,1.33089184761
76.0,0.03125,757.333333333,1.11176300049
463.0,0.860971943888,370.333333333,1.05799102783
271.0,0.9375,562.333333333,1.04650902748
831.0,0.0175350701403,2.33333333333,1.03375697136
553.0,0.00926853707415,280.333333333,0.973309993744
687.0,0.138527054108,146.333333333,1.08089900017
362.0,0.25,471.333333333,1.05438399315
397.0,0.875,436.333333333,1.05961799622
804.0,0.0936873747495,29.3333333333,1.07060694695
569.0,0.125,264.333333333,0.993295907974
625.0,0.875,208.333333333,1.0010008812
593.0,0.0539829659319,240.333333333,0.957843780518
336.0,0.71875,497.333333333,1.01399898529
301.0,0.9375,532.333333333,1.0680539608
759.0,0.0254258517034,74.3333333333,1.0141210556
513.0,0.0176603206413,320.333333333,1.02925491333
241.0,0.9375,592.333333333,1.05744194984
680.0,0.625,153.333333333,1.06044197083
717.0,0.776803607214,116.333333333,1.05660510063
766.0,0.0237975951904,67.3333333333,1.065335989
563.0,0.0333166332665,270.333333333,1.02175688744
322.0,0.0625,511.333333333,1.01276683807
207.0,0.0548597194389,626.333333333,1.04105997086
765.0,0.00438376753507,68.3333333333,1.08322310448
603.0,0.125,230.333333333,1.05381703377
755.0,0.312875751503,78.3333333333,1.0838508606
387.0,0.9375,446.333333333,0.988286972046
569.0,0.125,264.333333333,1.04594087601
366.0,0.75,467.333333333,1.16113305092
770.0,0.302855711423,63.3333333333,1.05733704567
290.0,0.625,543.333333333,1.04564118385
597.0,0.00526052104208,236.333333333,1.05882692337
751.0,0.0283066132265,82.3333333333,1.01570701599
257.0,0.25,576.333333333,1.03966903687
695.0,0.215931863727,138.333333333,1.09899115562
325.0,0.578907815631,508.333333333,0.980062007904
706.0,0.00413326653307,127.333333333,1.07918906212
365.0,0.0444639278557,468.333333333,1.06395983696
547.0,0.875,286.333333333,0.972318172455
191.0,0.9375,642.333333333,1.05431509018
635.0,0.0413326653307,198.333333333,1.12801885605
614.0,0.0429609218437,219.333333333,1.00427794456
141.0,0.0625,692.333333333,1.04062509537
405.0,0.0625,428.333333333,1.05956101418
739.0,0.00350701402806,94.3333333333,1.05406999588
607.0,0.1875,226.333333333,1.00124502182
23.0,0.03125,810.333333333,1.10665297508
364.0,0.0625,469.333333333,1.01601099968
331.0,0.25,502.333333333,1.12447714806
735.0,0.0182865731463,98.3333333333,1.06456494331
749.0,0.0458416833667,84.3333333333,1.02520513535
576.0,0.0152805611222,257.333333333,1.02929091454
371.0,0.03125,462.333333333,1.05092692375
368.0,0.0625,465.333333333,0.969493865967
688.0,0.0625,145.333333333,0.981708049774
529.0,0.0625,304.333333333,0.998147964478
40.0,0.03125,793.333333333,1.12748599052
588.0,0.125,245.333333333,0.999461889267
691.0,0.0112725450902,142.333333333,1.00338792801
560.0,0.241169839679,273.333333333,0.991801023483
772.0,0.0523547094188,61.3333333333,1.04241895676
182.0,0.03125,651.333333333,1.03508090973
651.0,0.00889278557114,182.333333333,1.01646304131
288.0,0.375,545.333333333,0.939930915833
603.0,0.0334418837675,230.333333333,0.95099401474
567.0,0.0625,266.333333333,1.1032500267
777.0,0.677855711423,56.3333333333,1.07580709457
524.0,0.0625,309.333333333,0.959316015244
665.0,0.0428356713427,168.333333333,1.03023695946
588.0,0.0625,245.333333333,1.01753902435
204.0,0.0625,629.333333333,0.979578971863
747.0,0.792835671343,86.3333333333,1.07888007164
361.0,0.0625,472.333333333,1.07192397118
410.0,0.625,423.333333333,1.02183198929
137.0,0.5625,696.333333333,1.09344100952
565.0,0.125,268.333333333,1.12086200714
42.0,0.5625,791.333333333,1.0485830307
145.0,0.875,688.333333333,1.0718691349
734.0,0.0253006012024,99.3333333333,1.06959295273
549.0,0.9375,284.333333333,1.06445717812
745.0,0.168086172345,88.3333333333,1.06537294388
238.0,0.875,595.333333333,0.950441122055
270.0,0.6875,563.333333333,1.02238512039
321.0,0.875,512.333333333,1.10680103302
252.0,0.0625,581.333333333,1.03519916534
260.0,0.03125,573.333333333,0.983620166779
165.0,0.0625,668.333333333,1.05500102043
245.0,0.84375,588.333333333,1.03978490829
605.0,0.0553607214429,228.333333333,1.30029201508
775.0,0.0343186372745,58.3333333333,1.14672803879
573.0,0.625,260.333333333,0.916149139404
595.0,0.1875,238.333333333,0.953063964844
603.0,0.0625,230.333333333,1.04052305222
715.0,0.0494739478958,118.333333333,2.07682299614
749.0,0.0528557114228,84.3333333333,1.28285598755
600.0,0.061998997996,233.333333333,1.07246685028
402.0,0.0625,431.333333333,1.00457000732
709.0,0.620991983968,124.333333333,1.53620815277
503.0,0.318887775551,330.333333333,1.04370093346
586.0,0.125,247.333333333,1.01748490334
613.0,0.112975951904,220.333333333,0.946098089218
436.0,0.625,397.333333333,1.08252000809
599.0,0.0668837675351,234.333333333,1.16427397728
504.0,0.625,329.333333333,1.28069114685
518.0,0.25,315.333333333,1.24062204361
225.0,0.9375,608.333333333,1.18866419792
448.0,0.75,385.333333333,1.10362195969
371.0,0.3125,462.333333333,1.10868191719
616.0,0.00288076152305,217.333333333,1.08807420731
572.0,0.0276803607214,261.333333333,1.04511499405
671.0,0.375,162.333333333,1.11334514618
102.0,0.015625,731.333333333,1.16554093361
707.0,0.0625,126.333333333,0.964159965515
544.0,0.875,289.333333333,1.01293683052
427.0,0.0539829659319,406.333333333,0.979449033737
620.0,0.0625,213.333333333,0.99047088623
345.0,0.875,488.333333333,1.04364705086
418.0,0.0625,415.333333333,0.991128921509
450.0,0.0625,383.333333333,1.0389649868
